이미지,제목,벅스 링크
https://img.youtube.com/vi/PPeDsJW0fMk/maxresdefault.jpg,[Playlist] ✨ 유튜브 트렌딩 Top15 : 2020년 10월 ✨ㅣYouTube Trending Top 15 : October 2020,http://bugs.kr/!yt0178
https://img.youtube.com/vi/fKdA9x0ea_I/maxresdefault.jpg,[Playlist] 흐르는 시간의 틈 사이에서ㅣ세대를 관통하는 불멸의 팝 명곡ㅣautumn breeze oldies forever 🍂,http://bugs.kr/!yt0252
https://img.youtube.com/vi/ueksOltZqH0/maxresdefault.jpg,[Playlist] 이 여름도 곧 그리워질 거야 | 방 안을 chill 하게 만들 감성 BGM | sentimental chill music,http://bugs.kr/!yt54230
https://img.youtube.com/vi/VNtKdI14eeM/maxresdefault.jpg,"[Playlist] 회색빛으로 물든 마음 | 흐린 날, 감성을 촉촉하게 적시는 연주곡 | classical music for rainy days",http://bugs.kr/!yt55340
https://img.youtube.com/vi/Y-qkVrKVU-4/maxresdefault.jpg,"[Playlist] 눈 오는 날, 마음을 녹여줄 Cozy Beats ⛄ㅣsnowfall chillax & cozy beats | lofi/jazzhop/chillhop ❄️",http://bugs.kr/!yt0188
https://img.youtube.com/vi/U6vjuljkP38/maxresdefault.jpg,[Playlist] 밖에 못 나가면 집에서 혼자 놀면 돼ㅣ연말 텐션 끌어올릴 기분전환 POP ⚡ㅣ2020 best have fun alone at home playlist ⚡,http://bugs.kr/!yt0205
https://img.youtube.com/vi/lCdQcZDDdOs/maxresdefault.jpg,[Playlist] ㅋㅋ캬캬캬ㅑㅑㅑ 지나가던 개도 웃는 신나는 팝!ㅣ출퇴근길 기분 UP 시켜줄 리드미컬 팝 플레이리스트ㅣbest songs to make you smile !,http://bugs.kr/!yt0042
https://img.youtube.com/vi/hUkHbhRKQMU/maxresdefault.jpg,[Playlist] 가을과 겨울 사이ㅣ감성적이며 트렌디한 플레이리스트ㅣthe days between fall and winter,http://bugs.kr/!yt0023
https://img.youtube.com/vi/8-pl-aLLRnU/maxresdefault.jpg,"[Playlist] 해 질 무렵, 오렌지 빛으로 물들어가는 시간ㅣwhen the sun goes down 🌇",http://bugs.kr/!yt0263
https://img.youtube.com/vi/JDL7HlU83TE/maxresdefault.jpg,[Playlist] 아침 사과처럼 🍎 달짝지근 기분 좋아지는 Daily Pop 11ㅣsongs to make you feel happy 🍎,http://bugs.kr/!yt0265
https://img.youtube.com/vi/05ebd8MwcA8/maxresdefault.jpg,"[Playlist] 🔥 나이키 모드! 심장에 바로 꽂는 부스터 펌프 🔥 ㅣNike Vibe, Booster Beat",http://bugs.kr/!yt0129
https://img.youtube.com/vi/LlDSMktrlwE/maxresdefault.jpg,"[Playlist] 🍂 선선한 가을, 카페 테라스에서 듣는 재즈 l Jazz Songs On The Terrace",http://bugs.kr/!yt0181
https://img.youtube.com/vi/xTrSVFucCrw/maxresdefault.jpg,"[Playlist] 밤을 다독여줄, 다크팝의 요정들 🧚ㅣBest Popular Songs Of 2020",http://bugs.kr/!yt0081
https://img.youtube.com/vi/cVA35NIsXVc/maxresdefault.jpg,[Playlist] 일상의 소소한 행복을 찾아서ㅣ파리의 어느 빈티지 가게에서 우리는ㅣsitting at a vintage cafe terrace in paris ☕,http://bugs.kr/!yt0211
https://img.youtube.com/vi/JkTM9Q5DfgI/maxresdefault.jpg,[Playlist] 카페에 틀어놓기 좋은 따스한 코코아 Lo-Fi Jazzhopㅣ따스하고 트렌디한 로파이 재즈합ㅣhot chocolate lofi jazzhop,http://bugs.kr/!yt0020
https://img.youtube.com/vi/OcmVoOcOhmY/maxresdefault.jpg,[Playlist] 도시의 저녁 노을과 어울릴 감각적 일렉팝,http://bugs.kr/!yt0005
https://img.youtube.com/vi/bCGqacEOH9Y/maxresdefault.jpg,[Playlist] 잠든 아침을 깨우는 그루비한 모닝 콜!ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0077
https://img.youtube.com/vi/Nz4uAOWe0JY/maxresdefault.jpg,[Playlist] 이곳은 아름다운 무중력 공간 🌌ㅣ별을 하나하나 세어내는 마음으로ㅣfor space travelers 🌌,http://bugs.kr/!yt0213
https://img.youtube.com/vi/LB3_RFHyKKY/maxresdefault.jpg,"[Playlist] 무기력에 물들고 영혼이 비어갈 때ㅣLethargy, Emptied Soul",http://bugs.kr/!yt0155
https://img.youtube.com/vi/HnNFgsDZdgc/maxresdefault.jpg,[Playlist] 옷장 정리 싹 하면서 듣는 상쾌한 보사노바 🍐ㅣRefreshing bossa nova,http://bugs.kr/!yt0116
https://img.youtube.com/vi/hwpxZtECUOc/maxresdefault.jpg,[Playlist] 꿉꿉해진 날씨에 안성맞춤! Summer Pops 🌻ㅣHappy Summer Pops 🌻,http://bugs.kr/!yt0146
https://img.youtube.com/vi/2uPlFwI6318/maxresdefault.jpg,"[Playlist] 산뜻하게 시작하는 행복한 하루ㅣ느낌 있는 펍에서 흘러나오는 트렌디 팝 플레이리스트ㅣhello, sunshine! trendy daily pop",http://bugs.kr/!yt0037
https://img.youtube.com/vi/9QxLDCZMFK0/maxresdefault.jpg,[Playlist] 그대의 새벽은 어떤 색인가요?ㅣ센치한 분위기의 멜랑콜리 플레이리스트ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0064
https://img.youtube.com/vi/3zjQnn2QfN4/maxresdefault.jpg,"[Playlist] 비가 내린 오늘, 버스 정류장에 앉아 듣는 팝ㅣrainy night at the bus stop",http://bugs.kr/!yt0031
https://img.youtube.com/vi/Uc20YSleGBw/maxresdefault.jpg,[Playlist] 들어봤어? 요즘 북미에서 뜨는 팝! ✨ㅣ유튜브 트렌딩 Top15 : 2021년 1월 ✨ㅣYouTube Trending Top 15 : January 2021,http://bugs.kr/!yt0193
https://img.youtube.com/vi/6-blJbIxQgg/maxresdefault.jpg,[Playlist] 산책이 좋아지는 계절🌿 | 가볍게 듣기 좋은 봄 노래 | spring vibe songs🌿,http://bugs.kr/!yt64750
https://img.youtube.com/vi/6-blJbIxQgg/maxresdefault.jpg,[Playlist] 산책이 좋아지는 계절🌿 | 가볍게 듣기 좋은 봄 노래 | spring vibe songs🌿,http://bugs.kr/!bugswavve
https://img.youtube.com/vi/pBk-LDb8Sig/maxresdefault.jpg,[Playlist] ✨ 유튜브 트렌딩 Top15 : 2020년 6월 ✨ㅣYouTube Trending Top 15 : June 2020,http://bugs.kr/!yt0132
https://img.youtube.com/vi/uxGG83TF8_U/maxresdefault.jpg,[Playlist] 안녕? 우리 친구할래?ㅣ풋풋한 하이틴 영화 브금 같은 생기발랄 POP 🍊ㅣfeel like i'm in a teen movie!,http://bugs.kr/!yt0212
https://img.youtube.com/vi/LnyR6tfwyHQ/maxresdefault.jpg,"[Playlist] 나른한 오늘, 행복한 방황ㅣ사운드클라우드 감성의 힙한 인디팝 플레이리스트ㅣBest Indie Pop of 2019",http://bugs.kr/!yt0049
https://img.youtube.com/vi/xdHP9nmJB_0/maxresdefault.jpg,[Playlist] 습한 공기에 가라앉는 마음 | 센치한 여름밤에 듣기 좋은 감성팝 | summer night with sentimental pop,http://bugs.kr/!yt52770
https://img.youtube.com/vi/7-m-oA5TZxk/maxresdefault.jpg,[Playlist] 호캉스에 딱 🍹ㅣ휴양지 카페에서 흘러나오는 썸머 보사노바ㅣsummer bossa nova lounge music,http://bugs.kr/!yt0243
https://img.youtube.com/vi/1pvOgxRQVDM/maxresdefault.jpg,[Playlist] 집콕러들 위한 편안한 주말의 VibeㅣA Comfortable Weekend’s Vibe,http://bugs.kr/!yt0169
https://img.youtube.com/vi/83j3iuGT7Zk/maxresdefault.jpg,"[Playlist] 기분전환하고 싶을 때 Pop Pop!ㅣIf you're feeling bored, Pop Pop!",http://bugs.kr/!yt0161
https://img.youtube.com/vi/uNAly25QjXk/maxresdefault.jpg,[Playlist] 설날에도 건행😊ㄱ | 명절 특집! 임영웅 노래 모음 | Lim Young Woong essential;,http://bugs.kr/!yt63282
https://img.youtube.com/vi/BpZ5Q767iQs/maxresdefault.jpg,[Playlist] 날도 좋은데 슬슬 달려볼까?ㅣ유산소 운동할 때 듣기 좋은 트렌디 일렉팝 🎽ㅣ2021 running & workout mix,http://bugs.kr/!yt0233
https://img.youtube.com/vi/H9SUhQiih9M/maxresdefault.jpg,[Playlist] 봄바람에 마음이 살랑살랑 | spring is coming with you🍭,http://bugs.kr/!yt56965
https://img.youtube.com/vi/T3Gngwi7mdE/maxresdefault.jpg,[Playlist] 여기 그루브가 타고 있어요 | groove r&b playlist,http://bugs.kr/!yt63283
https://img.youtube.com/vi/gK_cqq7akP4/maxresdefault.jpg,"[Playlist] 엣헴 내가 이 구역의 첫곡 장인ㅣ2021 결산 특집, 에센셜 첫 곡 모음 50선ㅣ50 essential; first songs of 2021 💿",http://bugs.kr/!yt0269
https://img.youtube.com/vi/QCPO7m23_bM/maxresdefault.jpg,[Playlist] 쌀쌀한 날엔 홈카페 오픈 ☕️ | 집 안을 채우는 포근한 감성 BGM with 삼성TV | soft & cozy pop,http://bugs.kr/!samsung_insta
https://img.youtube.com/vi/BZjUcXk0my8/maxresdefault.jpg,"[Playlist] 어느 소호의 편집샵에서 흘러나오는 | 어스름한 저녁, 그루비한 BGM과 chillax | soho vibes R&B",http://bugs.kr/!yt54662
https://img.youtube.com/vi/BqF1ototqMM/maxresdefault.jpg,"[Playlist] 포근한 봄맞이, 달콤한 프렌치 팝ㅣBest Popular Songs Of 2020",http://bugs.kr/!yt0085
https://img.youtube.com/vi/F9Ex1ESEWN4/maxresdefault.jpg,[Playlist] 월요병 ㅃㅃㅣ산뜻하게 충전하는 하루! 활력 뿜뿜 BGM 2ㅣCharge Up Your Day!,http://bugs.kr/!yt0030
https://img.youtube.com/vi/cGhGtKnKZbY/maxresdefault.jpg,"[Playlist] 세련된 카페 안, 나 그리고 커피 & 음악 ☕🍮ㅣCoffee & Music",http://bugs.kr/!yt0139
https://img.youtube.com/vi/tOVopuMfbPU/maxresdefault.jpg,"[Playlist] 덕분에 행복했다 2022…👋 | 2022 하반기 결산 특집, 놓쳐선 안될 팝 50ㅣ50 best pop songs in second half of 2022",http://bugs.kr/!yt55917
https://img.youtube.com/vi/z060aThI9qM/maxresdefault.jpg,[Playlist] 사르르 부드럽게 녹아드는ㅣ추운 날 듣기 좋은 멜로우 알앤비ㅣmellow winter soft r&b ☕,http://bugs.kr/!yt0268
https://img.youtube.com/vi/VSs85GBZv1U/maxresdefault.jpg,"[Playlist] 드디어 끝! 십년 묵은 체증이 내려가는ㅣ해방감 UP 자유 만끽 BGMㅣfinally, we made it!! 🙌",http://bugs.kr/!yt0195
https://img.youtube.com/vi/7Ru1saTPWSw/maxresdefault.jpg,[Playlist] 가을 향 가득한 데일리팝 | autumn daily pop,http://bugs.kr/!yt59505
https://img.youtube.com/vi/IQFvKU8yXh8/maxresdefault.jpg,[Playlist] 귓가에서 터지는 상큼한 Popping Candy 🌈🤪🍭 ㅣPopping Candy Playlist,http://bugs.kr/!yt0163
https://img.youtube.com/vi/arQ13uAvnrM/maxresdefault.jpg,[Playlist] 도입부에서 게임 오바.. 비트감있는 그루브 팝! ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0079
https://img.youtube.com/vi/xZRo_6YQ-70/maxresdefault.jpg,[Playlist] 겨울에도 이별할 수 있잖아요ㅣ헤어진 후 듣는 발라드 | sad songs for broken hearts,http://bugs.kr/!yt61884
https://img.youtube.com/vi/OfUrHJ2ooug/maxresdefault.jpg,[Playlist] 마음이 보들보들해지는 센치 그루브팝ㅣSoft-hearted sentimental groove Pop,http://bugs.kr/!yt0165
https://img.youtube.com/vi/Dk4TXOo_PBI/maxresdefault.jpg,"[Playlist] 그래 기억나, 그 길을 우린 그렇게 달렸어🚲ㅣRemember our glorious time",http://bugs.kr/!yt0177
https://img.youtube.com/vi/vJLak7dishs/maxresdefault.jpg,[Playlist] 봄날의 상큼한 무드! 일렉트로 스윙 🌼ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0062
https://img.youtube.com/vi/qKQNQ2k-qOE/maxresdefault.jpg,"[Playlist] 분위기있는 카페에 고급진 소울&재즈팝 l Best Cafe Music, Soul & Jazz Pop!",http://bugs.kr/!yt0174
https://img.youtube.com/vi/_sTyHPFvGa8/maxresdefault.jpg,[Playlist] 뜨거운 태양 아래 상쾌한 바람이 스칠 때 | summer fresh pop,http://bugs.kr/!yt58201
https://img.youtube.com/vi/XaaZjDFEtKw/maxresdefault.jpg,[Playlist] 나의 작고 소중한 크리스마스 🎄ㅣ포근한 카페에 흐르는 잔잔한 캐롤 플레이리스트ㅣmy little precious christmas,http://bugs.kr/!yt0040
https://img.youtube.com/vi/EANFSpwSih4/maxresdefault.jpg,[Playlist] chill해지고 싶나 혹쉬 💕ㅣ공간을 가득 채우는 느낌있는 Chill VibesㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0066
https://img.youtube.com/vi/NqmY7gveaUY/maxresdefault.jpg,"[Playlist] 힙한 하루를 위한, 상쾌하고 트렌디한 팝!ㅣFresh & Trendy pop for a nice day!",http://bugs.kr/!yt0106
https://img.youtube.com/vi/RvvIquQTyLg/maxresdefault.jpg,[Playlist] 여유롭게 햇살을 즐겨볼까? 🌷 | 산뜻한 봄에 듣기 좋은 BGM | spring pop songs 🌷,http://bugs.kr/!yt57278
https://img.youtube.com/vi/_3PESH-A2EA/maxresdefault.jpg,[Playlist] 귀에 팍팍 꽂히는 리듬이 땡길 때!ㅣWhen you're craving the rhythm that sticks right into your ears!,http://bugs.kr/!yt0107
https://img.youtube.com/vi/w32bs_ISBi0/maxresdefault.jpg,"[Playlist] 적당한 텐션, 기분전환 trendy pop #1ㅣModerate tension, Refreshment trendy pop #1",http://bugs.kr/!yt0124
https://img.youtube.com/vi/7ijwiqxvKVc/maxresdefault.jpg,[Playlist] 봄이 왔나 봄 🌷 | 봄에 듣기 좋은 산뜻한 팝송 | 4 hours spring mood pop,http://bugs.kr/!yt63800
https://img.youtube.com/vi/TekGMbYdDlE/maxresdefault.jpg,[Playlist] 고생했어요 오늘도ㅣ이불 속에서 듣는 나른한 SLOW POP 3ㅣhave a wonderful dream tonight 🌙,http://bugs.kr/!yt0207
https://img.youtube.com/vi/QJ_IByssFJw/maxresdefault.jpg,[Playlist] This is BLACKPINK 🖤💗 | 블랙핑크 노래 모음 | BLACKPINK essential;,http://bugs.kr/!essential_favorite0111
https://img.youtube.com/vi/QJ_IByssFJw/maxresdefault.jpg,[Playlist] This is BLACKPINK 🖤💗 | 블랙핑크 노래 모음 | BLACKPINK essential;,http://bugs.kr/!yt32592
https://img.youtube.com/vi/HjAviB1BKH4/maxresdefault.jpg,[Playlist] 기분 좋은 일만 가득할 거야 | 선곡이 좋은 카페에서 듣는 데일리 팝 | have a good day! winter daily pop,http://bugs.kr/!yt55696
https://img.youtube.com/vi/a_80o2lDYec/maxresdefault.jpg,[Playlist] 슬슬 연말 분위기를 내볼까요? | 퍼펙트 크리스마스 캐롤 플레이리스트🎄🎅🎁 | Best Christmas Pop Songs Of All Time,http://bugs.kr/!yt0025
https://img.youtube.com/vi/7KOq1ZUNfGc/maxresdefault.jpg,[Playlist] 당장 산책 나가고 싶어질걸? | 봄에 가볍게 듣기 좋은 산뜻한 팝송 | songs for sunny day 💕,http://bugs.kr/!yt53158
https://img.youtube.com/vi/28umgffmPCo/maxresdefault.jpg,[Playlist] 선선한 여름밤 🌴ㅣ감성 쩌는 친구의 홈카페 선곡표ㅣsummer night hipster cafe music 🌴,http://bugs.kr/!yt0240
https://img.youtube.com/vi/RynT6AdZmKk/maxresdefault.jpg,[Playlist] 걷다가 우연히 만난 에스프레소바☕ | 빈티지한 감성이 가득한 카페 BGM | vintage cafe music ☕,http://bugs.kr/!yt52499
https://img.youtube.com/vi/KjzbqzoEgrQ/maxresdefault.jpg,[Playlist] 재즈 캐롤과 함께 하는 연말 🎄 | 분위기있는 크리스마스 BGM | christmas jazz music 🎄,http://bugs.kr/!yt50555
https://img.youtube.com/vi/u1kHo3nnWP4/maxresdefault.jpg,[Playlist] 기분 좋은 산책이 땡길 때!ㅣ선선한 나들이 팝 플레이리스트ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0053
https://img.youtube.com/vi/8eemrb8qDEk/maxresdefault.jpg,[Playlist] 크리스마스에 눈이 올까요? ☃️ | 화이트 크리스마스를 기대하며 듣는 2022 캐롤 팝송 | Merry White Christmas ☃️,http://bugs.kr/!yt55570
https://img.youtube.com/vi/4D2N4vAwuLo/maxresdefault.jpg,[Playlist] 끈적이고 싶을 때ㅣ그루브-딥-섹시 플레이리스트ㅣBest Sexy Songs Of 2020,http://bugs.kr/!yt0061
https://img.youtube.com/vi/ewDiZFmYMUQ/maxresdefault.jpg,"[Playlist] 힙스터의 성지, 베를린 뒷골목 바이브 🗑️ㅣ듣자마자 빠져드는 감각적인 외힙ㅣberlin hipster music",http://bugs.kr/!yt0230
https://img.youtube.com/vi/b6PgeSnOLIQ/maxresdefault.jpg,"[Playlist] 쨍한 여름, 루프탑에서 낮맥하기 좋은 누디스코 🍺☀️ㅣsummer rooftop nu-disco party",http://bugs.kr/!yt0227
https://img.youtube.com/vi/xGcWEGdUd_I/maxresdefault.jpg,[Playlist] ✨ 유튜브 트렌딩 Top15 : 2020년 5월 ✨ㅣYouTube Trending Top 15 : May 2020,http://bugs.kr/!yt0109
https://img.youtube.com/vi/nAe8fEq7PiY/maxresdefault.jpg,[Playlist] 기분이 좋아지는 차분하고 상큼한 레모네이드 팝송ㅣ경쾌한 기분전환 플레이리스트ㅣrefresh lemonade pop !,http://bugs.kr/!yt0029
https://img.youtube.com/vi/g7c0W-8rNmw/maxresdefault.jpg,"[Playlist] 아니, 이런 노래는 어떻게 아는거야?? 너무 좋자나... | 노래 좀 듣는 애 플레이리스트😎ㅣShe has good taste in music😎",http://bugs.kr/!yt0191
https://img.youtube.com/vi/i8DTqsGtvWA/maxresdefault.jpg,[Playlist] 봄에 이 플리면 돼 💓 | 가볍게 듣기 좋은 데일리팝 | spring daily pop 💓,http://bugs.kr/!yt57140
https://img.youtube.com/vi/qQt8YpmXnRA/maxresdefault.jpg,[Playlist] 탄산 가득 시원한 여성 롸커들의 샤우팅! 🌹ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0086
https://img.youtube.com/vi/BBsOatw_qgo/maxresdefault.jpg,[Playlist] 당신이 찾던 여름여름한 드라이브 팝송! 세련되고 트렌디한 팝송 모음,http://bugs.kr/!yt0010
https://img.youtube.com/vi/-_7oWsIar9o/maxresdefault.jpg,[Playlist] 소복소복.. 눈이내려 행복한 그대에게ㅣ겨울이라 더 어울리는 것만 같은 POPㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0073
https://img.youtube.com/vi/FJ3doi04J9k/maxresdefault.jpg,[Playlist] 피곤한 아침 눈이 번쩍 떠지는 팝 | 신나는 2010년대 팝송 모음 | 2010s chill morning songs,http://bugs.kr/!yt18474
https://img.youtube.com/vi/w9TfavGsQWI/maxresdefault.jpg,[Playlist] 저물어 가는 여름의 끝자락ㅣ붉게 물든 노을을 바라보며 Acousticㅣwhen summer is gone,http://bugs.kr/!yt0249
https://img.youtube.com/vi/ZTaB-1RkQ_w/maxresdefault.jpg,[Playlist] 나른하게 불어오는 봄바람에 🌻ㅣ따뜻한 봄날의 여유로움을 만끽하면서ㅣsunny spring days pop 🌻,http://bugs.kr/!yt52415
https://img.youtube.com/vi/fXzdqZA-KxY/maxresdefault.jpg,[Playlist] 짜릿한 기분을 선사하는 도파민 충전 팝 | 귀에 쏙쏙! 캐치한 멜로디의 트렌디 BGM | groove & trendy pop,http://bugs.kr/!yt56323
https://img.youtube.com/vi/pp2Tb0896-Y/maxresdefault.jpg,[Playlist] 노을 지는 무드 속 쏟아지는 그루브ㅣ방안을 채우는 나른한 melodyㅣsunset & chill groove,http://bugs.kr/!yt54468
https://img.youtube.com/vi/saUM795MY2Y/maxresdefault.jpg,[Playlist] 힙스터 취저! 해방촌 펍을 채워줄 느낌있는 팝송 모음,http://bugs.kr/!yt0001
https://img.youtube.com/vi/TDTB0lG6Hhs/maxresdefault.jpg,[Playlist] 느긋하게 즐기고 싶은 그루비 BGM 🍷 | Relaxing & groovy autumn vibes 🍷,http://bugs.kr/!yt0176
https://img.youtube.com/vi/AfoM72N_eRM/maxresdefault.jpg,"[Playlist] 저기봐,, 꽃들이 춤을 춰 🌻ㅣ마음을 가볍게 해줄 산뜻한 그루브 팝ㅣBest Popular Songs Of 2020",http://bugs.kr/!yt0059
https://img.youtube.com/vi/fOW7NfjsP54/maxresdefault.jpg,[Playlist] 갓 내린 커피를 닮은 따스한 음악 한 잔ㅣ추위를 녹여주는 따뜻한 카페 플레이리스트ㅣcafe pop songs with a hot americano,http://bugs.kr/!yt0039
https://img.youtube.com/vi/Sf5xHaa_vxc/maxresdefault.jpg,[Playlist] 선선해서 더 좋아ㅣ초가을 차 안에서 듣기 좋은 산뜻한 음악ㅣautumn drive pop 🚙,http://bugs.kr/!yt54337
https://img.youtube.com/vi/MLb0sY8ZJf4/maxresdefault.jpg,[Playlist] 어느 가을의 문턱에서 | sentimental autumn pop,http://bugs.kr/!yt51302
https://img.youtube.com/vi/U-anO4tvek8/maxresdefault.jpg,[Playlist] 뒹굴뒹굴~ 간만에 느끼는 지대루 된 주말!ㅣ여유로운 주말에 즐기는 스윗 팝 플레이리스트ㅣwhat are you up to this weekend?,http://bugs.kr/!yt0041
https://img.youtube.com/vi/Oz7MAt-5iKY/maxresdefault.jpg,"[Playlist] 작심삼일?ㅣ운동, 헬스, 댄스 다되는 새출발 일렉트로닉!",http://bugs.kr/!yt0051
https://img.youtube.com/vi/m7V8edoxOU8/maxresdefault.jpg,[Playlist] 불금토 달릴 준비완료! 묵직한 Trap SoundㅣHeavy Trap Sound,http://bugs.kr/!yt0154
https://img.youtube.com/vi/jdI4nJZTJl8/maxresdefault.jpg,[Playlist] 너에게 잠기고 싶은 밤ㅣ마음이 몽글몽글해지는 몽환적인 사운드 | late night with indie pop,http://bugs.kr/!yt50328
https://img.youtube.com/vi/hOJO6i3EWCo/maxresdefault.jpg,[Playlist] ✨ 유튜브 트렌딩 Top15 : 2020년 7월 ✨ㅣYouTube Trending Top 15 : July 2020,http://bugs.kr/!yt0143
https://img.youtube.com/vi/WZ8hkflNGMs/maxresdefault.jpg,[Playlist] 뭐? 지루한게 싫다구? OK 접수ㅣ밋밋한 하루를 블링블링하게 만들어 줄 플리ㅣbling bling can't stop moving 💎,http://bugs.kr/!yt0270
https://img.youtube.com/vi/NzYPY9neqUo/maxresdefault.jpg,[Playlist] 따뜻한 겨울의 조각들 | warm & cozy winter pop,http://bugs.kr/!yt37453
https://img.youtube.com/vi/dwOL4yMH3Vo/maxresdefault.jpg,[Playlist] 이어폰을 꽂은 채 둠칫 둠칫 ♪ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0067
https://img.youtube.com/vi/3-snSrBPfkQ/maxresdefault.jpg,[Playlist] 부드럽고 듣기좋은 인디팝 모음집ㅣsoft summer indie pop,http://bugs.kr/!yt0135
https://img.youtube.com/vi/ECfuKi5-Cfs/maxresdefault.jpg,"[Playlist] 와 이 노래가 벌써... 세월 무엇?ㅣ신년 특집, 2022 이쯤에서 다시 듣는 20주년 기념 명곡ㅣbest songs turning 20 in 2022 ⏳",http://bugs.kr/!yt50651
